text,true_label,predicted_label,prob_factual,prob_hallucination,confidence
"Knowledge: Grameen Telecom (GTC) is a not-for-profit company in Bangladesh established by Dr. Muhammad Yunus with a partial stake in Grameen Phone (GP). Telenor owns networks in 13 countries, and has operations in 29 countries if their 33% ownership in VimpelCom Ltd is included.
Question: In which of the 13 countries that Telenor owns networks is Grameen Telecom located?
Answer: Bangladesh",0,1,0.14295515672629266,0.8570448432737073,0.8570448432737073
"Knowledge:  This album is not only notable because it is one of the greatest works of the highly regarded songwriter Irving Berlin, but it is only Crosby's third studio album. Born in Imperial Russia, Berlin arrived in the United States at the age of five.
Question: Where was the songwriter who wrote the songs for the album ""Song Hits from Holiday Inn"" born?
Answer: Russia",0,1,0.15439557639550527,0.8456044236044947,0.8456044236044947
"Knowledge:  The community is located along U.S. Route 25E 4.9 mi west of Corbin. The urbanized area around Corbin extends into Laurel County; this area is not incorporated into the city limits due to a state law prohibiting cities from being in more than two counties.
Question: Which Kentucky town is larger, Gray or Corbin?
Answer: Corbin",0,1,0.15833117948585673,0.8416688205141433,0.8416688205141433
"Knowledge: ""Not to be confused with the Kalitta Air division, Kalitta Charters.""""Not to be confused with sister company, Kalitta Air.""
Question: Kalitta Charters is what to Kalitta Air ?
Answer: sister company",0,1,0.16622501444776294,0.8337749855522371,0.8337749855522371
"Knowledge: Intermetrics, Inc. was a software company founded in Cambridge, Massachusetts in 1969 by several veterans of M.I.T.'s Instrumentation Laboratory who had worked on the software for NASA's Apollo Program including the Apollo Guidance Computer.Draper is an American not-for-profit research and development organization, headquartered in Cambridge, Massachusetts; its official name is ""The Charles Stark Draper Laboratory, Inc"".
Question: Which not-for-profit laboratory is based in the same city as the aerospace focused software company, Intermetrics?
Answer: Intermetrics",0,1,0.17100050745780415,0.8289994925421958,0.8289994925421958
"Knowledge: The Government of the United Kingdom maintains intelligence agencies within several different government departments. The three main agencies are the Secret Intelligence Service (MI6), the Security Service (MI5), and the Government Communications Headquarters (GCHQ).The Government Communications Headquarters (GCHQ) is an intelligence and security organisation responsible for providing signals intelligence (SIGINT) and information assurance to the government and armed forces of the United Kingdom. Based in ""The Doughnut"" in the suburbs of Cheltenham, GCHQ is the responsibility of the country's Secretary of State for Foreign and Commonwealth Affairs, but it is not a part of the Foreign Office and its director ranks as a Permanent Secretary.
Question: Where is the base of one of the three main British intelligence agencies?
Answer: Cheltenham",0,1,0.1729383739553474,0.8270616260446526,0.8270616260446526
"Knowledge: New York v. Ferber, 458 U.S. 747 (1982) , is a precedential decision given by the United States Supreme Court, which ruled unanimously that the First Amendment right to free speech did not forbid states from banning the sale of material depicting children engaged in sexual activity, even if the material was not obscene.Lochner v. New York, 198 US 45 (1905) was a landmark US labor law case in the US Supreme Court, holding that limits to working time violated the Fourteenth Amendment.
Question: Lochner v. New York and New York v. Ferber where both handled by who?
Answer: United States Supreme Court",0,1,0.18400273276104684,0.8159972672389532,0.8159972672389532
"Knowledge:  As A. L. Rowse states in ""Shakespeare's Sonnets: The Problems Solved"", Sonnets 153 and 154 ""are not unsuitably placed as a kind of coda to the Dark Lady Sonnets, to which they relate.""Alfred Leslie Rowse (4 December 1903 – 3 October 1997), known publicly as A. L. Rowse but to friends and family as ""Leslie"", was a British author and historian from Cornwall, England, UK.
Question: What British historian wrote about Sonnet 154?
Answer: A. L. Rowse",0,1,0.20315206954822185,0.7968479304517782,0.7968479304517782
"Knowledge:  At that time the Australian Government had decided to scrap ""God Save the Queen"" as the national anthem and was running a contest called the ""Australian National Anthem Quest"" to find a replacement. The ""Gumtrees"" song was Johnson and Brown's response (it did not win).""God Save the Queen"" (alternatively ""God Save the King"", depending on the gender of the reigning monarch) is the national or royal anthem in a number of Commonwealth realms, their territories, and the British Crown Dependencies. The author of the tune is unknown and it may originate in plainchant, but a 1619 attribution to John Bull is sometimes made.
Question: Give Me a Home Among the Gumtrees was an entry to replace what song attributed to John Bull?
Answer: God Save the Queen",0,1,0.21642007575193178,0.7835799242480682,0.7835799242480682
"Knowledge: Barrie Ciliberti was born in Philadelphia, Pennsylvania, is a University of Maryland University College professor and former Republican legislator in the Maryland House of Delegates.The University of Maryland University College (UMUC) is an American public not-for-profit university located in Adelphi in Prince George's County, Maryland in the United States.
Question: Barrie Ciliberti is a professor at a univeristy located in what Maryland county?
Answer: Prince George's County",0,1,0.2235271423292844,0.7764728576707156,0.7764728576707156
"Knowledge:  He competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil. He lost to both Lee Chong Wei of Malaysia and Derek Wong Zi Liang of Singapore during group play and did not advance further.Dato' Lee Chong Wei {'1': "", '2': "", '3': 'DSPN DB DCSM PJN', '4': ""} (born 21 October 1982) is a Malaysian professional badminton player.
Question: What person born in 1982 did Sören Opti lose to at the 2016 Summer Olympics?
Answer: Lee Chong Wei",0,1,0.23280785776548363,0.7671921422345164,0.7671921422345164
"Knowledge: ""Creep"" is the fourth and final single by rap duo Mobb Deep, from their album ""Blood Money"". The song features 50 Cent but the video accompanied with it was made and was not released.Curtis James Jackson III (born July 6, 1975), known professionally as 50 Cent, is an American rapper, actor, businessman, and investor.
Question: In which single by rap duo Mobb Deep was Curtis James Jackson III featured on?
Answer: ""Creep""",0,1,0.24078250735998785,0.7592174926400121,0.7592174926400121
"Knowledge: Joseph Eccles (13 April 1863 – 2 September 1933) was an English cricketer active from 1886 to 1889 who played for Lancashire. He was born in Accrington and died in Preston.Accrington is a town in the Hyndburn borough of Lancashire, England.
Question: What country was Joseph Eccles born in?
Answer: England",0,1,0.2559201299745246,0.7440798700254754,0.7440798700254754
"Knowledge: The Lady Vanishes is a 2013 British television mystery thriller film directed by Diarmuid Lawrence, and a co-production of the BBC and Masterpiece Films. It stars Selina Cadell in the key role of the disappearing Miss Froy, Tuppence Middleton as the young Iris Carr (who discovers the disappearance, but is not taken seriously), and Tom Hughes and Alex Jennings as Max Hare and the Professor, the two fellow English passengers who come to her aid.Tuppence Middleton (born 21 February 1987) is an English actress. Since 2015, she portrays Riley Blue in the Netflix webseries ""Sense8"".
Question: Which actress plays both Iris Carr in The Lady Vanishes, and Riley Blue in Sense8?
Answer: Tuppence Middleton",0,1,0.25964774522925693,0.7403522547707431,0.7403522547707431
"Knowledge: American rock band The Cab has released two studio albums, four extended plays, nine singles and eight music videos. They have been called ""The Band You Need to Know 2008"" by ""Alternative Press"" magazine. They were also featured in the '100 Bands You Need to Know in 2010' by the magazine and were one of the three bands featured on the cover page, along with Never Shout Never and Hey Monday.Never Shout Never is an American rock band formed in Joplin, Missouri in 2007.
Question: What other band was featured on the cover page of the Alternative Press magazine for the ""100 Bands You Need to Know in 2010"" alongside The Cab discography and Never Shout Never? 
Answer: Hey Monday",0,1,0.2621886999193176,0.7378113000806824,0.7378113000806824
"Knowledge:  It is not to be confused with a white and black Newfoundland, which is also often called a ""landseer"".The English Mastiff is a breed of extremely large dog (often known simply as the Mastiff) perhaps descended from the ancient Alaunt and Pugnaces Britanniae, with a significant input from the Alpine Mastiff in the 19th century. Distinguishable by enormous size, massive head, and a limited range of colours, but always displaying a black mask, the Mastiff is noted for its gentle and loving nature.
Question: Does the Landseer or English Mastiff have a limited range of colors? 
Answer: English Mastiff",0,1,0.2645623097656372,0.7354376902343628,0.7354376902343628
"Knowledge: Vib Gyor was a band that was formed in Leeds, England. The name was derived from the first letters of all the colours in the rainbow, in order from the shortest to longest wavelengths.The Futureheads were an English post-punk band from Sunderland. Their name comes from the title of The Flaming Lips album ""Hit to Death in the Future Head"".
Question: Are both Vib Gyor and The Futureheads named for albums by The Flaming Lips?
Answer: no",0,1,0.26546877866969,0.73453122133031,0.73453122133031
"Knowledge:  The team was previously known as the American Defenders of New Hampshire (often simply referred to as the ""Defenders""), and prior to that was known as the Nashua Pride.The Nashua Pride were a professional baseball team based in Nashua, New Hampshire, in the United States, not affiliated with Major League Baseball.
Question: Pittsfield Colonials was priorly known under a name, and were based where?
Answer: Nashua, New Hampshire",0,1,0.26598710788914093,0.7340128921108591,0.7340128921108591
"Knowledge: Forrest Griffin vs. Stephan Bonnar is a duo of fights starting in the finals of The Ultimate Fighter 1 contest which received national acclaim, and was highly regarded among fans as one of the most exciting, greatest and memorable fights in the history of not only the Ultimate Fighting Championship (UFC) but of mixed martial arts (MMA) in general. Dana White serves as the president of the UFC.
Question: Who is the president of organization that Forrest Griffin vs. Stephan Bonnar was thought to be one of the greatest fights in history?
Answer: Dana White",0,1,0.26666506590964356,0.7333349340903564,0.7333349340903564
